source,id,url,title,abstract,publication_date,year,doi
pubmed,42252708,https://pubmed.ncbi.nlm.nih.gov/42252708/,SNAC-DB: An ML-ready database for antibody and NANOBODY® VHH-antigen complexes with expanded structural diversity and real-world benchmarking.,"Predicting antibody and NANOBODY® VHH-antigen complexes remains a critical challenge for state-of-the-art structure prediction models, limiting their impact in therapeutic discovery pipelines. We introduce SNAC-DB, an ML-ready database and curation pipeline enriched with structural biology expertise, designed to accelerate model accuracy and generalization by providing 31-37% expanded structural diversity over existing resources like SAbDab through comprehensive re-curation that extracts maximum value from available experimental structures. SNAC-DB expands coverage by capturing often-overlooked complexes and accurately identifying complete multi-chain epitopes through improved biological-assembly based logic. Built for ML practitioners, SNAC-DB provides standardized formats with multi-threshold structure-based clustering to enable principled sample weighting during training. Using a rigorous benchmark of public PDB entries deposited post-May 2024 plus confidential therapeutic structures, we evaluate seven leading models (Protenix-v1, OpenFold-3p2, RosettaFold-3, Boltz-2, Boltz-1x, Chai-1, and AlphaFold2.3-multimer) with evaluation methodology tailored to antibody/NANOBODY® VHH-antigen complexes to ensure correct handling of multi-chain epitopes, revealing systematic performance gaps: success rates rarely exceed 25%, confidence-based ranking fails to identify best predictions even when accurate structures exist in ensembles, and all models consistently struggle with therapeutically relevant NANOBODY® VHHs. Systematic evaluation of sampling strategies demonstrates that while generating 1000 samples per target substantially increases the likelihood of producing accurate structures (oracle selection improves from 11.9% to 50.5%), confidence-based ranking remains nearly flat (between 10.9% and 14.9%), revealing that improved ranking mechanisms represent a more tractable path to performance gains. Finally, fine-tuning GeoDock on SNAC-DB yields higher success rates than training on SAbDab (11.0% vs. 7.1% for antibodies; 7.0% vs. 4.0% for NANOBODY® VHHs), suggesting that SNAC-DB's expanded structural diversity translates to improved model generalization.",2026 Jul,2026,
pubmed,42251334,https://pubmed.ncbi.nlm.nih.gov/42251334/,"Home-based eye tracking for early autism screening: a scoping review of approaches, evidence, and implementation challenges.","Early identification of autism spectrum disorder (ASD) is essential for improving developmental outcomes but remains challenging due to diagnostic delays, subjectivity, and resource limitations. Eye-tracking offers objective indices of social attention and could improve access to early screening when deployed on consumer devices at home. This scoping review synthesizes evidence on home-deployable eye-tracking as digital biomarkers for early ASD screening, associated machine learning methods, and feasibility of real-world implementation. Following the Arksey and O'Malley framework and Joanna Briggs Institute (JBI) methodology, reported per PRISMA Extension for Scoping Reviews (PRISMA-ScR), we searched PubMed and Scopus (2015-2025) for English-language human studies using terms for autism, eye-tracking, and home-based assessment. Using a Population, Concept, Context (PCC) framework (Population: infants/ children; Concept: eye-tracking as digital biomarker; Context: home/ clinical settings), two reviewers screened each record and charted data on participant characteristics, stimuli, devices, analytic methods, diagnostic performance, and implementation indicators. Extracted data, including diagnostic performance metrics (PPV, NPV, confidence intervals), study design classifications, validation methods, and biomarker readiness ratings, are provided in full in Supplementary Tables S2-S6. The protocol was preregistered on the Open Science Framework (OSF Registries osf.io/mdz2e/; https://doi.org/10.17605/OSF.IO/MDZ2E). Searches were last executed on 1 August 2025. A process-based estimation approach was used to quantify the EOL carbon footprint of two timber floor systems-Adhesive & Screw and Sharp Plate & Screw, following ISO 14040/44 standards. Four realistic EOL pathways (landfilling, downcycling, component reuse, and full assembly reuse) were assessed under three recovery-rate scenarios (90%, 60%, and 30%) to capture both ideal deconstruction and conventional demolition conditions. EOL impacts, biogenic carbon flows, and Stage D credits (potential environmental benefits beyond building life) were integrated to determine the EOL climate outcomes. Across 90 studies, reported discrimination typically ranged from moderate to high. Sample sizes varied from small pilots to large datasets (n = 30-1,000+), with ages from 5 months to 18 years. Studies were categorized by system type: hardware-based, wearable, webcam-based, and home-deployed. By study purpose, studies ranged from prospective screening evaluations and internally validated case-control classification studies to exploratory group-difference analyses and feasibility evaluations; the majority fall into the latter two categories. Common tasks included faces/social scenes, biological motion, and joint-attention cues; frequently reported metrics included fixation proportion, dwell time, saccade dynamics, and interest-area contrasts (eyes/face vs. objects). Supervised learning (e.g. SVM, random forests) and deep learning pipelines were used, though external validation and calibration-robustness were inconsistently reported. Practical barriers included ambient-light variability, viewing distance, caregiver facilitation, device heterogeneity, and data privacy/governance. This review mapped 90 studies across four eye-tracking platform stages to assess translational readiness for home-based ASD screening. Gaze-based biomarkers carry robust discriminative signal, but the evidence derives almost entirely from laboratory-based, case-control studies. Only three studies collected data in home-deployed settings, none with externally validated accuracy. Priorities include prospective multisite home-based trials with prespecified endpoints, standardised stimulus protocols, evaluation of model robustness to distribution shift, and navigation of jurisdiction-specific regulatory pathways. Limitations include English-only sourcing, two databases, the 2015-2025 window, and lack of critical appraisal. Not Applicable.",2026 Jun 06,2026,
pubmed,42251267,https://pubmed.ncbi.nlm.nih.gov/42251267/,Cross-population validation of the TyG-ABSI index as a novel predictor for chronic obstructive pulmonary disease: an integrated analysis using logistic regression and explainable machine learning.,"Chronic Obstructive Pulmonary Disease (COPD) is increasingly recognized as a systemic inflammatory condition closely linked to metabolic dysfunction. While traditional obesity metrics often fail to capture visceral adiposity and insulin resistance simultaneously, the Triglyceride-glucose body shape index (TyG-ABSI) has emerged as a composite marker of cardiometabolic risk. This study aimed to evaluate the association between TyG-ABSI and COPD risk and to assess its predictive utility using machine learning algorithms. Data were analyzed from two large-scale distinct cohorts: the China Health and Retirement Longitudinal Study (CHARLS, N = 2,771) and the National Health and Nutrition Examination Survey (NHANES, N = 1,925 pre-diabetic participants). The relationship between TyG-ABSI and COPD was assessed using multivariable logistic regression, subgroup analyses, and Restricted Cubic Splines (RCS). Furthermore, five machine learning models (XGBoost, LightGBM, CatBoost, Random Forest, and KNN) were developed to predict COPD risk. Model interpretability was achieved using SHapley Additive exPlanations (SHAP). In both cohorts, elevated TyG-ABSI levels were significantly associated with an increased risk of COPD. Fully adjusted regression models revealed a linear dose-response relationship, with the highest quartile of TyG-ABSI showing a 59% increased risk in CHARLS (OR: 1.591) and a four-fold risk increase in NHANES (OR: 4.017) compared to the lowest quartile. Tree-based machine learning models, particularly XGBoost and LightGBM, demonstrated superior discriminative performance with AUCs exceeding 0.96 in the CHARLS dataset. SHAP analysis consistently identified TyG-ABSI as a high-priority feature contributing to disease prediction, irrespective of demographic variations. The TyG-ABSI index serves as a robust, independent risk factor for COPD across Chinese and American populations. Its integration into screening protocols, augmented by explainable machine learning, offers a valuable tool for early identification of high-risk individuals, highlighting the critical intersection of metabolic health and respiratory function.",2026 Jun 06,2026,
pubmed,42250952,https://pubmed.ncbi.nlm.nih.gov/42250952/,Voice-Based Parkinson's Disease Diagnosis: A Data-Augmented Study of Deterministic and Stochastic Feature Selection Methods.,"Voice analysis is a promising method for diagnosing Parkinson's disease (PD); however, two major obstacles stand in the way of its clinical translation: a lack of clinical data that leads to overfitting and a lack of investigation into direct comparisons between feature selection techniques. Comparative evaluation of the performance of the original and augmented datasets using deterministic recursive feature elimination (RFE) and stochastic genetic algorithm (GA) feature selection approaches for the diagnosis of PD using voice analysis. The performance of the original and augmented datasets, which contained signal-level transformations, was evaluated using eight machine learning classifiers. These classifiers were used to quantify the performance of the selected feature subsets based on the results of 10-fold stratified group k-fold cross-validation. Models trained on the original dataset showed low performance with a maximum F1-score of 0.699. Data augmentation significantly improved performance for all pipelines. The k-Nearest Neighbors classifier with RFE resulted in 98.64% accuracy and F1-score: 0.987. GA-CatBoost resulted in 98.30% accuracy and an F1-score of 0.983. Data augmentation addressed data scarcity and improved model performance. The cepstral and spectral features showed good discriminative ability, and performance trends showed method-specific interaction effects of feature selection and classification.",2026 Jun 06,2026,
pubmed,42247453,https://pubmed.ncbi.nlm.nih.gov/42247453/,Interpretable Machine Learning Framework for Predicting Major Adverse Cardiovascular Events in Rheumatoid Arthritis Using Electronic Health Records: Multicenter Cohort Study.,"Patients with rheumatoid arthritis (RA) face higher risks of major adverse cardiovascular events than the general population. While machine learning offers powerful predictive capabilities, its clinical adoption is hindered by the ""black-box"" nature of complex algorithms. This study aimed to develop interpretable survival models to predict the risk of major adverse cardiovascular events in patients with RA, providing transparent and actionable insights for personalized clinical prognosis management. Using data from the Taipei Medical University Clinical Research Database (2011-2022) for 2461 patients with RA, machine learning survival models, including random survival forest (RSF), DeepSurv, and Cox-Time, were compared with the traditional Cox proportional hazards model. Performance was evaluated using the C-index and integrated Brier score. Permutation importance and Shapley additive explanations (SHAP) analyses were integrated to provide explainability for individual-level risk predictions. RSF demonstrated superior performance, achieving a C-index of 0.8771 and an integrated Brier score of 0.0775. Permutation importance identified key features, including creatinine, conventional synthetic disease-modifying antirheumatic drugs, C-reactive protein, alanine aminotransferase, and age at RA diagnosis. SHAP analysis further quantified feature-specific effects, revealing both protective and risk-increasing associations between medications and laboratory indicators. RSF outperformed traditional methods, and integrating SHAP enabled transparent, personalized risk interpretation, translating complex models into actionable insights for clinicians. This approach empowers clinicians to identify high-risk individuals and advances precision medicine in rheumatology. Future work should include temporal validation using data from later years and external validation using datasets from other health care systems to further assess model generalizability.",2026 Jun 05,2026,
pubmed,42246084,https://pubmed.ncbi.nlm.nih.gov/42246084/,"fNIRS Single-trial decoding improves systematically with higher optode density, model-based noise regression, and image reconstruction.","Advances in high-density diffuse optical tomography (HD-DOT) promise to overcome long-standing performance limitations in classification of sparse functional Near-Infrared Spectroscopy (fNIRS) signals, but their combined impact on single-trial brain decoding and generalization remains largely unquantified. Here, we systematically evaluate how probe density, physiology removal via short-separation (SS) regression within a general linear model (GLM), and image-space feature representations aligned with brain parcellation schemes shape single-trial decoding accuracy. To enable a structured investigation and validation via realistic ground truth data, we introduce a flexible, easy-to-use framework that allows users to augment their own channel space resting-state fNIRS data with configurable synthetic hemodynamic response functions (HRFs) on target areas of the brain, using a state-of-the art diffuse optical forward model. Using three high-density fNIRS datasets -a whole-head resting-state recording augmented with synthetic HRFs and two motor ball-squeezing datasets -we derive sparse-to-HD optode subsets, integrate GLM-based SS regression into cross-validation, and compare channel-space and parcel-space features derived from HD-DOT image reconstructions. High-density configurations consistently and significantly improve classification accuracy and robustness to focal activations. SS correction yields systematic gains of 4 percentage points in within-subject decoding and more than 10 percentage points in cross-dataset transfer. Parcel-space features outperform channel-space features at matched dimensionality, enabling robust leave-one-subject-out decoding (mean accuracy 79%) and cross-dataset generalization across different probe layouts (72% with SS correction). All methodology is implemented and available in the open-source Cedalion framework. Together, these results demonstrate that HD-DOT, GLM-based SS regression, and parcel-space representations jointly enable significantly more accurate, robust, and probe-independent fNIRS classification pipelines.",2026 Jun 04,2026,
pubmed,42245290,https://pubmed.ncbi.nlm.nih.gov/42245290/,Evaluating the Role of AI Assistants in Accelerating Neurodegenerative Disease Research: Opportunities and Translational Limitations.,"Neurodegenerative diseases including Alzheimer's disease and Parkinson's disease remain among the most challenging disorders to study, diagnose and treat. Despite rising prevalence with population aging, disease-modifying therapies remain scarce and research progress is hindered by biological complexity, patient heterogeneity, and incomplete experimental systems. Artificial intelligence (AI) has emerged as a transformative approach given the high-dimensional and multimodal data generated in this field. Traditional machine learning and deep learning have advanced imaging biomarker detection, disease trajectory prediction, drug target prioritization, and clinical data mining. More recently, foundation models and large language models (LLMs) have expanded AI from task-specific prediction tools to versatile assistants supporting literature retrieval, summarization, coding, data interpretation, and hypothesis generation. Although AI assistants promise to accelerate research workflows, their outputs are prone to dataset biases, poor interpretability, distribution shift, and hallucinations, which are particularly problematic in neurodegenerative research given subtle phenotypic variations, imperfect labeling, and protracted disease courses. This review evaluates the current applications of AI in neurodegenerative disease research, including drug discovery, biomarker identification, and multi-omics integration. We then discuss the transition from analytical AI models to general-purpose AI assistants and their potential to streamline scientific workflows. Critical limitations including bias, interpretability, reproducibility, and LLM hallucinations are highlighted, alongside ethical, regulatory and practical challenges. We argue that the most sustainable near-term model is human-AI collaboration rather than fully autonomous research, with its primary focus placed on research rather than clinical practice. Meaningful acceleration requires rigorous validation, transparent usage, and expert oversight to preserve scientific rigor and translational relevance.",2026,2026,
pubmed,42245253,https://pubmed.ncbi.nlm.nih.gov/42245253/,Real-world implementation and predictive performance of suicide prediction models: A systematic review and meta-analysis.,"Machine learning (ML) models for suicide risk prediction show promise, but their real-world discriminative ability and the sources of performance variation remain unclear. We systematically searched databases for studies evaluating statistical or ML suicide prediction models in real-world clinical settings. Random-effects meta-analyses pooled the area under the receiver operating characteristic curve (AUC) overall and by outcome type. We conducted exploratory univariable meta-regression with cluster-robust inference for outcome type, evaluation timing, and model type. Sensitivity analyses assessed the influence of within-study dependence. Nine studies (20 evaluations) were included. The overall pooled AUC was 0.849 (95% CI 0.827-0.869). Pooled AUCs were 0.865 (0.840-0.887) for suicide attempts, 0.835 (0.825-0.844) for suicidal ideation, and 0.842 (0.797-0.878) for suicide death. Heterogeneity was extreme (I<sup>2</sup> = 99.9%). Sensitivity analyses yielded similar pooled estimates. Exploratory univariable meta-regression showed no clear associations for outcome type, evaluation timing, or model type. Suicide prediction models show good real-world discrimination, but performance varies substantially across evaluations. We found no clear evidence that outcome type, evaluation timing, or model type explained this heterogeneity. These findings support rigorous local validation and workflow-sensitive implementation rather than assuming that more complex algorithms will perform better in practice.",2026,2026,
pubmed,42245213,https://pubmed.ncbi.nlm.nih.gov/42245213/,"Lifestyle, psychological and demographic predictors of anxiety: insights from a large-scale survey and machine learning analysis.","Anxiety is influenced by a combination of lifestyle, psychological, and demographic factors. This study aimed to evaluate these associations and explore the potential of machine learning in predicting anxiety severity. Anxiety levels were evaluated using a large survey-based dataset of 11, 000 adults alongside demographic, physiological, and psychological measures. Descriptive statistics and inferential analyses were conducted in IBM SPSS to identify associations between key variables. Several machine learning regression algorithms, including linear, regularized, and ensemble models, were implemented in Python to predict anxiety levels. Model performance was evaluated using standard error metrics. Our findings revealed significant associations of anxiety with stress and sleep duration, while demographic attributes such as family history of anxiety and occupation also influenced outcomes. Ensemble machine learning algorithms achieved superior performance compared to single and linear-model approaches. Feature importance analysis identified stress, sleep, and caffeine intake as top predictors of anxiety. The integration of statistical approaches with machine learning applications highlights the multifactorial nature of anxiety and demonstrates the potential of predictive modeling in mental health care. Future research should emphasize longitudinal designs and the incorporation of biological and digital markers to enhance clinical applicability and prediction.",2026,2026,
pubmed,42245064,https://pubmed.ncbi.nlm.nih.gov/42245064/,Comparing Pathway-Informed Polygenic Risk Score Strategies: A multi-cohort evaluation of Amyloid-β.,"To systematically evaluate pathway-informed polygenic risk score (PRS) strategies and determine which approaches most effectively leverage biological annotations for risk prediction, using brain amyloid-β (Aβ) positivity as a case study. We systematically benchmarked approaches for integrating pathway information into PRSs construction to predict brain Aβ positivity. Using two cohorts, the Alzheimer's Disease Neuroimaging Initiative (ADNI, n = 969) and Australian Imaging, Biomarkers and Lifestyle (AIBL, n = 251), we compared Apolipoprotein E ( <i>APOE</i> ) genetic risk score (GRS), clumping and thresholding (C+T) PRS, pathway-guided single nucleotide polymorphism (SNP) selection PRS, and pathway-specific PRSs ensembled via machine learning. Pathways were derived from manually curated literature or from pathway databases via Functional Mapping and Annotation (FUMA). In cross-validation on the ADNI cohort, pathway-informed PRS using a narrow-set of pathways to guide SNP selection (PathPRS-SNP <sub>Lit</sub> without <i>APOE</i> locus) significantly outperformed the standard PRS model (median AUC = 0.742, p = 0.006) and the APOE locus model (median AUC = 0.736, p = 5.1 × 10 <sup>-5</sup> ) based on the Mann-Whitney U test, achieving a median AUC of 0.763. This model showed enhanced ability to identify subgroups within the 10% lowest-and highest risk groups compared to the current standard of <i>APOE</i> locus alone (odds ratio = 0.67, 95% CI: 0.56-0.81; and OR = 13.23, 95% CI: 10.23-17.11), highlighting its clinical potential. Using a focused set <b>l</b> iterature-curated pathways outperformed using a broader set of database-derived pathways across configurations. When contrasting strategies for aggregating information across pathways, we observed that using pathways to guide selection of SNPs and then building a single PRS performed comparably to building PRS for each pathway and using machine learning (ML) to aggregate these, though the latter enabled pathway-level interpretability. <b>S</b> imilar trends were observed in the external AIBL validation dataset. Pathway-informed PRS can meaningfully improve genetic risk enrichment for Aβ positivity beyond APOE and standard C+T approaches, provided pathway definitions are carefully curated. The choice of pathway source has the strongest impact on predictive performance with aggregation strategies or ML model choice having far less impact. Our findings highlight the utility of literature-curated, pathway-informed PRSs for Aβ prediction and offer practical guidance for pathway-informed PRS construction in other polygenic traits.",2026 May 27,2026,
pubmed,42243611,https://pubmed.ncbi.nlm.nih.gov/42243611/,Identification of potential key efferocytosis-related genes in rheumatoid arthritis using machine learning.,"Rheumatoid arthritis (RA) is a chronic autoimmune disease characterized by synovial inflammation and joint destruction. Efferocytosis is a critical immune process through which the body clears apoptotic cells. Its dysfunction is closely associated with the development of various autoimmune diseases, but its mechanism in RA remains unclear. This study aims to systematically screen candidate biomarkers based on efferocytosis-related genes (ERGs) in RA by integrating bioinformatics and machine learning approaches, and to conduct preliminary validation at both cellular and clinical levels. The GSE55235 and GSE77298 data sets were retrieved from the GEO Database, which were regarded as the training set after merging and batch effect correction. The GSE55457 and GSE12021 data sets were used as the independent validation sets. By intersecting ERGs with differentially expressed genes (DEGs) in RA and control groups, differentially expressed ERGs (DE-ERGs) were identified for further study. Three machine learning algorithms, LASSO, Random Forest, and SVM-RFE, were employed to determine hub genes and evaluate their ability to distinguish RA. The ssGSEA algorithm was utilized to study immune cell infiltration in RA. Additionally, transcription factors (TFs) and miRNAs of hub genes were predicted. qRT-PCR and ELISA were used to validate the expression of key genes in clinical blood samples, and functional experiments were conducted in synovial fibroblasts to explore their biological roles. Three hub genes (PTPN6, CASP1, and CD47) were identified through LASSO, RF, and SVM-RFE algorithms. Hub genes exhibited good distinguishing capability in both the training and validation sets. In addition, immune infiltration analysis demonstrated greatly higher infiltration of immune cells such as B cells, CD8 + T cells, macrophages, DCs, NK cells, and Tregs in the RA group than in the control group. Furthermore, based on 3 hub genes, 13 miRNAs, including hsa-let-7a-5p, hsa-miR-449a, and hsa-miR-424-5p, and 23 TFs, including TFAP2A, YY1, and E2F1, were predicted. In clinical samples, both qRT-PCR and ELISA results showed that PTPN6, CASP1, and CD47 were significantly upregulated in RA patients. Functional experiments further demonstrated that knockdown of PTPN6 significantly enhanced the efferocytosis capacity of synovial fibroblasts, and regulated related signaling pathways and the secretion of inflammatory factors. This study identified PTPN6, CASP1, and CD47 as potential efferocytosis-related biomarkers in RA using multiple machine learning methods, and verified their biological functions through clinical samples and in vitro experiments. These findings provide new clues for an in-depth understanding of the mechanism of efferocytosis in RA, and their clinical application value needs to be further verified in larger-scale prospective cohort studies. Key Points • PTPN6, CASP1, and CD47 may be potential efferocytosis-related biomarkers for rheumatoid arthritis. • The infiltration levels of immune cells such as B cells, CD8 + T cells, macrophages, DCs, NK cells, and Tregs were higher in the rheumatoid arthritis group. • Based on 3 hub genes, this study predicted 13 miRNAs and 23 transcription factors.",2026 Jun 05,2026,
pubmed,42239812,https://pubmed.ncbi.nlm.nih.gov/42239812/,Handheld hyperspectral imaging dataset of annual sowthistle and little mallow under abiotic stress for machine learning.,"Machine learning has become an increasingly important tool for overcoming agricultural challenges by enabling efficient and consistent classification of crop-related data. Training such supervised models requires high quality labeled datasets. This work presents a dataset consisting of raw and preprocessed hyperspectral imaging (HSI) files capturing reflectance in the visible to near-infrared range (400-1000 nm) from two problematic weed species on California's Central Coast: annual sowthistle (<i>Sonchus oleraceus</i>) and little mallow (<i>Malva parviflora</i>). Hyperspectral imaging provides rich spectral-spatial data cubes that can support the development of deep learning models and autonomous technology for precision weed management. Plants were grown in a greenhouse under five conditions: standard, drought, overwatering, excess fertilizer, and no fertilizer. Custom MATLAB scripts were utilized for preprocessing, including k-means clustering to define regions of interest (ROIs), and extraction of spectral metrics. Data visualization was performed using Wolfram language and MATLAB. The dataset includes both raw and ENVI-formatted hyperspectral cubes and pre-processed MATLAB outputs, supporting spectral feature engineering, benchmark development, and exploratory machine learning workflows for controlled environment stress classification.",2026 Jun,2026,
pubmed,42238801,https://pubmed.ncbi.nlm.nih.gov/42238801/,Simulation-based machine learning for real-time assessment of side-branch hemodynamics in coronary bifurcation lesions.,"Provisional stenting is the standard treatment for coronary bifurcation lesions, relying on real-time assessment of side-branch (SB) hemodynamics to guide intervention. Functional metrics such as fractional flow reserve (FFR) and instantaneous wave-free ratio (iFR) are used for this purpose. Still, their application in bifurcation lesions is limited by procedural complexity and the lack of preoperative planning tools. We developed a simulation-based machine learning (ML) framework to predict iFR under resting, and FFR under hyperemic conditions. The framework leveraged a synthetic hemodynamic dataset of 252 bifurcation lesions generated from 7 patient-specific geometries using HARVEY, a massively parallel computational fluid dynamics (CFD) solver. Anatomical variability was incorporated using four linear mixed-effects (LME) models to establish robust predictions. Two clinically relevant data-splitting strategies were evaluated: (1) a scenario excluding untreated cases, simulating models blind to new geometries, and (2) a scenario incorporating matched untreated cases, reflecting real-world conditions where preoperative anatomical data is available. Morphological features, including lesion severity, length, and curvature, were systematically varied alongside inherited anatomical parameters like bifurcation angle and side-branch count. Splitting approach 2 demonstrated superior predictive performance, achieving a maximum diagnostic accuracy of 0.847 (AUC: 0.899) for FFR and 0.797 (AUC: 0.874) for iFR. Mixed-effects models effectively account for patient-specific anatomical variability, with Bland-Altman analyzes confirming minimal bias between CFD and ML predictions. Incorporating preoperative anatomical information reduced variability and improved diagnostic accuracy across the studied thresholds. The proposed ML framework offers precise, real-time functional assessments of SB hemodynamics, reducing procedural uncertainty in provisional stenting strategies using only pre-operative lesion-specific features and a precomputed synthetic hemodynamic dataset of 252 bifurcation lesion instances. Using synthetic data sets and patient-specific anatomical insights, this approach paves the way for personalized coronary intervention planning, bridging the gap between computational modeling and clinical applicability.",2025 Sep,2025,
pubmed,42234999,https://pubmed.ncbi.nlm.nih.gov/42234999/,Personalized Type 1 Diabetes Management: Reinforcement Learning-Based Insulin Dosing and Glucose Forecasting.,"Optimizing insulin dosing and predicting future glucose levels for people with type 1 diabetes is challenging due to the dynamic nature of glucose metabolism. Traditional static insulin regimens fail to adapt to individual variability in diet, physical activity, stress, and metabolic fluctuations, leading to suboptimal glycemic control. Reinforcement learning (RL) offers a promising alternative by enabling personalized, real-time insulin adjustments that improve the balance between hyperglycemia and hypoglycemia. This study aims to develop a deep Q-network (DQN)-based RL system that dynamically personalizes insulin dosing recommendations using continuous glucose monitoring data, meal intake, and physical activity levels. By leveraging real-time data, the model adapts to patients' evolving physiological states, enhancing glucose control and patient safety. We used the OhioT1DM dataset (2018 and 2020), which includes 8 weeks of continuous glucose measurements, insulin dosing records, and physical activity data for twelve people with type 1 diabetes. The RL agent was designed with a state representation consisting of recent blood glucose levels, insulin doses, and lifestyle factors over a 2-hour window. The 2-hour window was selected based on the known pharmacodynamic profile of rapid-acting insulin (peak action within 90-120 min), as well as the typical lag in glycemic response following meals or exercise. This window size captures both recent and delayed physiological effects while balancing data density and model stability. The action space included discrete insulin dose recommendations (eg, 0.5 U, 1 U, and 1.5 U). A reward function incentivized glucose levels within the target range (70-180 mg/dL) while penalizing extreme deviations. The DQN model was trained to maximize reward by learning optimal dosing strategies through iterative trial and error. Performance evaluation was conducted using both qualitative and quantitative metrics. Time-series analysis compared actual and predicted glucose levels, demonstrating effective glucose regulation. The RL model achieved a mean glucose level of 80.06 mg/dL, with a reward score of 10 during evaluation, indicating that most glucose predictions were maintained within the desired clinical range. This suggests the model has learned to regulate blood glucose effectively through adaptive insulin dosing. The root mean square error (12.39 mg/dL) was slightly higher than the mean absolute error (9.85 mg/dL), indicating stable predictions. Additionally, the percentage time in target range was 64.06%, suggesting that the model-maintained glucose within the clinically safe range for a majority of the time. The DQN-based RL model demonstrated its effectiveness in personalized insulin dosing while minimizing the risk of hypo- and hyperglycemia. This suggests the model has learned to regulate blood glucose effectively through adaptive insulin dosing. This approach represents a significant advancement over conventional methods, offering a scalable and adaptive strategy for real-world diabetes management, along with enhancing clinical trust and transparency through explainability techniques.",2026 Jun 03,2026,
pubmed,42233500,https://pubmed.ncbi.nlm.nih.gov/42233500/,"Leveraging Artificial Intelligence in Allergy, Asthma, and Immunology With Environmental Exposures.","Artificial intelligence (AI) in environmental health science is revolutionizing data analysis and problem-solving approaches. These technologies facilitate the prediction of environmental exposures and disease outcomes and enable the identification of causal relationships for subsequent hypothesis testing. AI techniques improve pollution research through the analysis of satellite imagery and the modeling of pollutant dispersion, while AI advances chemical safety evaluations in toxicology by examining extensive datasets. AI is instrumental in addressing pressing environmental challenges, including remediation of polluted sites and ensuring equitable healthcare applications to mitigate biases. The expanding availability of large-scale environmental, geospatial, and health outcome databases offers unprecedented opportunities for innovative applications. Their predictive capabilities are essential in disaster management, enabling real-time analysis and optimizing resource deployment amid climate-related crises. AI-driven approaches play a critical role in carbon capture and waste management efforts aimed at reducing environmental impact. Furthermore, AI can elucidate complex relationships between the exposome-defined as the totality of exposures throughout an individual's life-and health outcomes, facilitating preventative strategies. This review examines the capabilities and limitations of AI in environmental health and safety, providing insights into its judicious and effective use for environmental management and healthcare.",2026 Jun 03,2026,
pubmed,42232759,https://pubmed.ncbi.nlm.nih.gov/42232759/,"Exploration of potential mechanisms and biomarkers related to ERS-associated RCD in steroid-induced osteonecrosis of the femoral head based on bioinformatics, with experimental validation.","The pathogenesis of osteonecrosis of the femoral head (ONFH) is associated with endoplasmic reticulum stress (ERS) and regulated cell death (RCD), but reliable linking biomarkers and their mechanisms remain unclear. This study aimed to screen SONFH biomarkers related to ERS/RCD and explore their mechanisms. Using datasets from public databases on ONFH, ERS-related genes (ERGs), and RCD-related genes (RRGs), candidate genes were isolated by intersecting the differentially expressed genes (DEGs) with the ERG and RRG sets. We identified biomarkers by integrating a protein-protein interaction (PPI) network, four computational algorithms, and machine learning, with results refined by the Wilcoxon rank-sum test. The diagnostic power of these biomarkers was assessed using receiver operating characteristic (ROC) curve analysis. A subsequent comprehensive investigation included constructing and evaluating a nomogram, along with analyses of pathway enrichment, immune infiltration, drug prediction, and molecular docking, culminating in experimental validation. Initially, the 100 candidate genes were identified. After multi-step screening, 2 biomarkers (TGFB1, MCL1) were finally determined. Both were significantly upregulated in the ONFH group (p < 0.05), and the area under the ROC curve (AUC) of both was greater than 0.85. The constructed nomogram showed good predictive accuracy (AUC = 0.897, Hosmer-Lemeshow test p = 0.171) and had a net benefit greater than zero, indicating good clinical practicality. These biomarkers were enriched in pathogen-related pathways, correlated with immune cells such as plasmacytoid dendritic cells, and exhibited good molecular docking effects with domperidone (Vina score ≤ -7.7 kcal/mol). RT-qPCR and western blot validation in GC-treated cell models (BMSC, BMEC, THP-1) confirmed significant upregulation of both TGFB1 and MCL1, consistent with the bioinformatics findings. TGFB1 and MCL1 could serve as potential SONFH biomarkers related to ERS/RCD. The nomogram, as well as the two biomarkers' regulatory and immune associations, provided a reference for ONFH diagnosis. Domperidone shows potential as a candidate drug for the targeted therapy of ONFH, although its clinical application remains pending <i>in-vivo</i> efficacy and clinical cohort validation.",2026,2026,
